Last name of the artist;First name of the artist;Sex of the artist (F/M/FM/empty);Membership in movement, if applicable;Biographical elements;Detailed address of the artist, as it appears in the catalogue;Country of the artist;State of the artist;City of the artist;Street number of the artist's address;Street name of the artist's address;Floor level of the artist's address;Local address of the artist;Additional information on the artist's address;Address as it appears in the catalogue;Country of the artist 2;State of the artist 2;City of the artist 2;Street number of the artist's address 2;Street name of the artist's address 2;Floor level of the artist's address 2;Local address of the artist 2;Additional information on the artist's address 2;Artist's nationality;Student of;Birth year;Month of birth;Day of birth;Detailed birth address of the artist, as it appears in the catalogue;Country of birth;State of birth;City of birth;Street number of the birth address;Street name of the birth address;Floor level of the birth address;Local address of birth;Additional information on the birth address;Year of death;Month of death;Day of death;Detailed death address of the artist, as it appears in the catalogue;Country of death;State of death;City of death;Street number of the death address;Street name of the death address;Floor level of the death address;Local address of death;Additional information on the death address;Notes;Number;Title of artwork;Subtitle;Translated title;Start year of creation;Start month of creation;Start day of creation;End year of creation;End month of creation;End day of creation;Country of creation;State of creation;City of creation;Dimensions;Categories;Medium;Room;Chapter of the catalogue ?;Price;Location/Owner;Owner's country;Owner's state;Owner's city;Notes
DELANGLE, Théodore; ; ; ;né à Paris. -18 bis impasse di Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;270;Baigneuses;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DELANGLE, Théodore; ; ; ;né à Paris. -18 bis impasse di Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;271;Étang de Chaville;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DELANGLE, Théodore; ; ; ;né à Paris. -18 bis impasse di Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;272;Ile de Billancourt;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DELANGLE, Théodore; ; ; ;né à Paris. -18 bis impasse di Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;273;Saulaie;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE LA VILLÉON (Emmanuel-Victor-Auguste-Marie; ; ; ;né à Fougères (Ile-et-Vilaine). -80,rue d'Assas. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;274;Étude de fleurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE LA VILLÉON (Emmanuel-Victor-Auguste-Marie; ; ; ;né à Fougères (Ile-et-Vilaine). -80,rue d'Assas. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;275;En Hollande. Un coin de quai à Amisterdam. Prairie près de Wormerveer. La plage de Zandvoort, La Brédestraat à Leyde. ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE LA VILLÉON (Emmanuel-Victor-Auguste-Marie; ; ; ;né à Fougères (Ile-et-Vilaine). -80,rue d'Assas. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;276;En Hollande. L'Amstel au soleil couchant. Beverviyk. Muiderberg. Kromenie;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE LA VILLÉON (Emmanuel-Victor-Auguste-Marie; ; ; ;né à Fougères (Ile-et-Vilaine). -80,rue d'Assas. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;277;Environs de Zaandam: Moulin à broyer des couleurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE LA VILLÉON (Emmanuel-Victor-Auguste-Marie; ; ; ;né à Fougères (Ile-et-Vilaine). -80,rue d'Assas. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;278;Près Koog Zandyk;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE LA VILLÉON (Emmanuel-Victor-Auguste-Marie; ; ; ;né à Fougères (Ile-et-Vilaine). -80,rue d'Assas. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;279;Près Voyk;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE LA VILLÉON (Emmanuel-Victor-Auguste-Marie; ; ; ;né à Fougères (Ile-et-Vilaine). -80,rue d'Assas. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;280;Bords de la Zaan;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE LA VILLÉON (Emmanuel-Victor-Auguste-Marie; ; ; ;né à Fougères (Ile-et-Vilaine). -80,rue d'Assas. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;281;Lever de lune en Bretagne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE LA VILLÉON (Emmanuel-Victor-Auguste-Marie; ; ; ;né à Fougères (Ile-et-Vilaine). -80,rue d'Assas. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;282;Digitales, brume du matin;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE LA VILLÉON (Emmanuel-Victor-Auguste-Marie; ; ; ;né à Fougères (Ile-et-Vilaine). -80,rue d'Assas. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;283;Digitales, au soleil levant;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE RÉGOYOS, Dario; ; ; ; né à San Sébastien (Espagne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;284;Ruines d'église;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE RÉGOYOS, Dario; ; ; ; né à San Sébastien (Espagne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;285;Fète Basque;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE RÉGOYOS, Dario; ; ; ; né à San Sébastien (Espagne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;286;La confession (Pays Basque;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DE RÉGOYOS, Dario; ; ; ; né à San Sébastien (Espagne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;287;Rivière à sec (Méditerranée);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DERONDEL (Mme; ; ; ;né à Bourg-la-Reine (Seine). -92, rue de la Mâre (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;288;Causette;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DERONDEL (Mme; ; ; ;né à Bourg-la-Reine (Seine). -92, rue de la Mâre (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;289;Deux petits joueurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DERONDEL (Mme; ; ; ;né à Bourg-la-Reine (Seine). -92, rue de la Mâre (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;290;Sans gène;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS, Frédéric; ; ; ;né à Henrichemont (Cher). - 18, impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;291;Une rue à la Garde, près Toulon (Vark;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS, Frédéric; ; ; ;né à Henrichemont (Cher). - 18, impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;292;Une rue à la Garde, près Toulon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS, Frédéric; ; ; ;né à Henrichemont (Cher). - 18, impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;293;Une rue à la Garde, près Toulon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS, Frédéric; ; ; ;né à Henrichemont (Cher). - 18, impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;294;Une rue à la Garde, près Toulon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS, Frédéric; ; ; ;né à Henrichemont (Cher). - 18, impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;295;Une rue à la garde, près Toulon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS, Frédéric; ; ; ;né à Henrichemont (Cher). - 18, impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;296;Une rue à la Garde, près Toulon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS, Frédéric; ; ; ;né à Henrichemont (Cher). - 18, impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;297;Une rue à la Garde, près Toulon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS, Frédéric; ; ; ;né à Henrichemont (Cher). - 18, impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;298;Une rue à la Garde, près Toulon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS, Frédéric; ; ; ;né à Henrichemont (Cher). - 18, impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;299;Une rue à la Garde, près Toulon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS, Frédéric; ; ; ;né à Henrichemont (Cher). - 18, impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;300;Une rue à la Garde, près Toulon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS (Mme), F.-Al.; ; ; ;née à Alençon (Orne). - 12, rue Lahire (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;301;Un buste homme;Plâtre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESCHAMPS (Mme), F.-Al.; ; ; ;née à Alençon (Orne). - 12, rue Lahire (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;302;Un buste femme;Terre cuite; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESLIENS (Mlles), Cécile et Marie; ; ; ;nées à Chavenon (Allier). -7, rue de Vaugirard; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;303;Portrait de M. Irénée Blanc;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESLIENS (Mlles), Cécile et Marie; ; ; ;nées à Chavenon (Allier). -7, rue de Vaugirard; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;304;Jeannotte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESPAIGNE. Charles; ; ; ;né à Santiago de Cuba. -12, rue de Clichy (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;305;Boutique de potier à Tunis;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESPAIGNE. Charles; ; ; ;né à Santiago de Cuba. -12, rue de Clichy (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;306;Bois d'oliviers. Tunisie;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESPAIGNE. Charles; ; ; ;né à Santiago de Cuba. -12, rue de Clichy (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;307;Rue de Tunis;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DESPAIGNE. Charles; ; ; ;né à Santiago de Cuba. -12, rue de Clichy (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;308;Pont à Bizerte (Tunisie);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DEVINAT, François; ; ; ;né à Chaumont 27, rue du Vieil-Abreuvoir (Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;309;La hutte du bûcheron. Forêt de Rambouillet;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DEVINAT, François; ; ; ;né à Chaumont 27, rue du Vieil-Abreuvoir (Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;310;La clairière, bord de forêt;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DEVINAT, François; ; ; ;né à Chaumont 27, rue du Vieil-Abreuvoir (Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;311;Les charmes. Forêt de Saint;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DEVINAT, François; ; ; ;né à Chaumont 27, rue du Vieil-Abreuvoir (Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;312;L'atelier du père Jamet, à la Mare Forêt de Saint;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DEVINAT, François; ; ; ;né à Chaumont 27, rue du Vieil-Abreuvoir (Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;313;Portrait de Mme D;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DEVINAT, François; ; ; ;né à Chaumont 27, rue du Vieil-Abreuvoir (Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;314;Portrait de M. Georges D;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUBOIS-PILLET, Albert; ; ; ; né à Paris. -Au Puy (Haute Loire; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;315;Portrait de Mme P;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUBOIS-PILLET, Albert; ; ; ; né à Paris. -Au Puy (Haute Loire; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;316;Les lavoirs du quai d'Anjou;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUBOIS-PILLET, Albert; ; ; ; né à Paris. -Au Puy (Haute Loire; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;317;Nature morte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUBOIS-PILLET, Albert; ; ; ; né à Paris. -Au Puy (Haute Loire; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;318;Bords de la Seine (Neuilly;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUBOIS-PILLET, Albert; ; ; ; né à Paris. -Au Puy (Haute Loire; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;319;Le quai Montebello;Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUBOIS-PILLET, Albert; ; ; ; né à Paris. -Au Puy (Haute Loire; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;320;Le quai Henri IV;Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUBOIS-PILLET, Albert; ; ; ; né à Paris. -Au Puy (Haute Loire; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;321;Notre-Dame. Paris;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUBOIS-PILLET, Albert; ; ; ; né à Paris. -Au Puy (Haute Loire; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;322;Saint-Michel d'Aiguilhe (Haute;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DULAC, Charles; ; ; ;né à Paris. -32, rue Gabrielle (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;323;Saint-Julien-le-Pauvre. Paris;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DULAC, Charles; ; ; ;né à Paris. -32, rue Gabrielle (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;324;Vézelay, cathédrale;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DULAC, Charles; ; ; ;né à Paris. -32, rue Gabrielle (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;325;Église, Pont;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DULAC, Charles; ; ; ;né à Paris. -32, rue Gabrielle (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;326;Vézelay;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DULAC, Charles; ; ; ;né à Paris. -32, rue Gabrielle (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;327;Nature morte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DULAC, Charles; ; ; ;né à Paris. -32, rue Gabrielle (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;328;Raies;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DULAC, Charles; ; ; ;né à Paris. -32, rue Gabrielle (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;329;Deux études marines;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DULAC, Charles; ; ; ;né à Paris. -32, rue Gabrielle (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;330;Etudes, nature morte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DULAC, Charles; ; ; ;né à Paris. -32, rue Gabrielle (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;331;Polichinelle;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DULAC, Charles; ; ; ;né à Paris. -32, rue Gabrielle (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;332;Catéchumène de Vézelay;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUMONT, Henri-Julien; ; ; ;né à Beauvais (Oise). -75, boulevard Clichy. (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;333;Le printemps;Panneau décoratif; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUMONT, Henri-Julien; ; ; ;né à Beauvais (Oise). -75, boulevard Clichy. (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;334;Fleurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUVAL-GOZLAN, Léon; ; ; ;né à Paris. -41, rue de la Tour; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;335;Paysage aux environs d'Étretat (Seine rieure;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUVAL-GOZLAN, Léon; ; ; ;né à Paris. -41, rue de la Tour; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;336;Maisons à Vernonnet (Eure;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
DUVAL-GOZLAN, Léon; ; ; ;né à Paris. -41, rue de la Tour; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;337;Bras de Seine ou Goulet, près Vernon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
